;author_in_publication;text;name;city;type;issue ;year_publ_in_emigration;date_publ_in_emigration;description ;peculiarity;name_part;pages;year_first_in_russia;date_publ_in_russia;name_in_russia;issue_russia;source 
;Зощенко М.М.;Сказки для детей;Руль;Берлин;газета;№1576;1926;07.02;;;;5—6;;;Из сборника «Юмористические рассказы»;;
;Пильняк Б.А.;Грэго-тримунтан;Руль;Берлин;газета;№1579;1926;11.02;;отрывок;;2—3;;;Новый мир;;
;Пильняк Б.А.;Грэго-тримунтан;Руль;Берлин;газета;№1580;1926;12.02;;отрывок;;2—3;;;Новый мир;;
;Романов П. ;Разговор;Руль;Берлин;газета;№1582;1926;14.02;;;;4;;;Красная Нива;;
;Зощенко М.М.;Письма в редакцию;Руль;Берлин;газета;№1582;1926;14.02;;;;5;;;Сборник рассказов;;
;Лидин В.;Голубое руно;Руль;Берлин;газета;№1583;1926;16.02;;;;2—3;;;Огонек;;
;Стонов Д.;Провинциальное бытие;Руль;Берлин;газета;№1587;1926;20.02;;;;2;;;Известия;;
;Архангельский А.;Вл. Маяковский;Руль;Берлин;газета;№1588;1926;21.02;;;;6;;;Красная Нива;;
;Подъячев С.П. ;Не в бровь, а в глаз;Руль;Берлин;газета;№1597;1926;04.03;;;;2—3;;;Прожектор;;
;Стонов Д.;Хрущев;Руль;Берлин;газета;№1604;1926;12.03;;отрывок;;4—5;;;Новый мир;;
;Стонов Д.;Хрущев;Руль;Берлин;газета;№1605;1926;13.03;;отрывок;;2—3;;;Новый мир;;
;Стонов Д.;Хрущев;Руль;Берлин;газета;№1606;1926;14.03;;отрывок;;4;;;Новый мир;;
;Романов П. ;Вредный человек;Руль;Берлин;газета;№1606;1926;14.03;;;;5;;;Прожектор;;
;Стонов Д.;Хрущев;Руль;Берлин;газета;№1608;1926;17.03;;отрывок;;4—5;;;Новый мир;;
;Акульшин Р.;? Нежных сердец;Руль;Берлин;газета;№1612;1926;21.03;;;;5;;;Красная новь;;
;Пильняк Б.А.;В Палестину;Руль;Берлин;газета;№1615;1926;25.03;;;;2—3;;;Красная новь;;
;Толстой А.Н. И Щеголев П.;Азеф;Руль;Берлин;газета;№1618;1926;28.03;;отрывок;;2—3;;;Красная новь;;
;Есенин С.А.;Вижу сон. Дорога черная;Руль;Берлин;газета;№1618;1926;28.03;;;;5;;;;;
;Романов П. ;Блаженные;Руль;Берлин;газета;№1618;1926;28.03;;;;5;;;Красная новь;;
;? А.;Разгрузка;Руль;Берлин;газета;№1618;1926;28.03;;;;5;;;Красная газета;;
;Толстой А.Н. И Щеголев П.;Азеф;Руль;Берлин;газета;№1619;1926;30.03;;отрывок;;2—3;;;Красная новь;;
;Толстой А.Н. И Щеголев П.;Азеф;Руль;Берлин;газета;№1620;1926;31.03;;отрывок;;4—5;;;Красная новь;;
;Толстой А.Н. И Щеголев П.;Азеф;Руль;Берлин;газета;№1622;1926;02.04;;отрывок;;2—3;;;Красная новь;;
;Владимирский В.;Город Та-Чен;Руль;Берлин;газета;№1623;1926;04.04;;;;7—8;;;Новый мир;;
;Стонов Д.;Приезд;Руль;Берлин;газета;№1628;1926;11.04;;отрывок;;2—3;;;Красная Нива;;
;Чуковский К.И.;Детское;Руль;Берлин;газета;№1628;1926;11.04;;;;5;;;Красная газета;;
;Стонов Д.;Приезд;Руль;Берлин;газета;№1629;1926;13.04;;отрывок;;2—3;;;Красная газета;;
;Романов П. ;Актриса;Руль;Берлин;газета;№1634;1926;18.04;;;;2—3;;;Красная новь;;
;Князев В.В.;В пылетресте тысяч с двести;Руль;Берлин;газета;№1634;1926;18.04;;;;5;;;Красная газета;;
;Жеребцов П.;Победитель;Руль;Берлин;газета;№1634;1926;18.04;;;;5;;;Красная Нива;;
;Пузанов В.;Крепкие корни;Руль;Берлин;газета;№1637;1926;22.04;;;;2—3;;;Прожектор;;
;Брыкин Н.;Кузьма Ковтун;Руль;Берлин;газета;№1640;1926;25.04;;;;2—3;;;Правда;;
;Романов П. ;Первая любовь;Руль;Берлин;газета;№1641;1926;27.04;;отрывок;;2—3;;;Новый мир;;
;Романов П. ;Первая любовь;Руль;Берлин;газета;№1642;1926;28.04;;отрывок;;6;;;Новый мир;;
;Романов П. ;Первая любовь;Руль;Берлин;газета;№1643;1926;29.04;;отрывок;;2—3;;;Новый мир;;
;Есенин С.А.;Страна негодяев;Руль;Берлин;газета;№1645;1926;02.05;;отрывок;;5;;;Красная новь;;
;Акульшин Р.;Острастка;Руль;Берлин;газета;№1645;1926;02.05;;;;8;;;Перевал;;
;Акульшин Р.;Находка;Руль;Берлин;газета;№1648;1926;06.05;;;;2—3;;;Красная новь;;
;Губер Б.;Новое и жеребцы;Руль;Берлин;газета;№1649;1926;07.05;;отрывок;;2—3;;;Перевал;;
;Губер Б.;Новое и жеребцы;Руль;Берлин;газета;№1650;1926;08.05;;отрывок;;4;;;Перевал;;
;Губер Б.;Новое и жеребцы;Руль;Берлин;газета;№1651;1926;09.05;;отрывок;;3—4;;;Перевал;;
;Губер Б.;Новое и жеребцы;Руль;Берлин;газета;№1652;1926;11.05;;отрывок;;2—3;;;Перевал;;
;Шишков В.;Роковой выстрел;Руль;Берлин;газета;№1656;1926;16.05;;;;2—3;;;Красная Нива;;
;Акульшин Р.;Разговоры;Руль;Берлин;газета;№1659;1926;20.05;;отрывок;;2—3;;;Перевал;;
;Акульшин Р.;Разговоры;Руль;Берлин;газета;№1660;1926;21.05;;отрывок;;5;;;Перевал;;
;Стонов Д.;По деревням;Руль;Берлин;газета;№1661;1926;22.05;;;;2—3;;;Эк.жизнь;;
;Тренев К.;Разговоры;Руль;Берлин;газета;№1662;1926;23.05;;;;5—6;;;Красная Нива;;
;Романов П. ;Непонятное явление;Руль;Берлин;газета;№1667;1926;30.05;;отрывок;;4, 7;;;Красная Нива;;
;Флип.. А.;Кино-слезы;Руль;Берлин;газета;№1667;1926;30.05;;;;6;;;Красная газета;;
;Романов П. ;Непонятное явление;Руль;Берлин;газета;№1668;1926;01.06;;отрывок;;4;;;Красная Нива;;
;Смирнов А.;Герои;Руль;Берлин;газета;№1672;1926;05.06;;;;2—3;;;Прожектор;;
;Веселый А.;Муха в патоке;Руль;Берлин;газета;№1676;1926;10.06;;;;2—3;;;Красная Нива;;
;Блок А.А.;Солдатская сказка;Руль;Берлин;газета;№1679;1926;13.06;;;;5;;;;;
;Гуревич И.;Деловой подход;Руль;Берлин;газета;№1679;1926;13.06;;;;6;;;Красная газета;;
;Тамарин А.;На курорте;Руль;Берлин;газета;№1688;1926;24.06;;;;2—3;;;Новая Россия;;
;Яровой П.;Порченный;Руль;Берлин;газета;№1691;1926;27.06;;;;4—5;;;Прожектор;;
;Козырев М.;Большое начальство;Руль;Берлин;газета;№1691;1926;27.06;;;;6;;;Сб. Веселые рассказы ;;
;Козырев М.;Повесть о собаке;Руль;Берлин;газета;№1694;1926;01.07;;отрывок;;2—3;;;Новая Россия;;
;Козырев М.;Повесть о собаке;Руль;Берлин;газета;№1695;1926;02.07;;отрывок;;2—3;;;Новая Россия;;
;Козырев М.;Повесть о собаке;Руль;Берлин;газета;№1696;1926;03.07;;отрывок;;2—3;;;Новая Россия;;
;Ряховский В.;Новый тулуп;Руль;Берлин;газета;№1697;1926;04.07;;;;4, 7;;;Красная Нива;;
;Козырев М.;Удобный человек;Руль;Берлин;газета;№1697;1926;04.07;;;;6—7;;;Сб. Веселые рассказы ;;
;Козырев М.;В суде;Руль;Берлин;газета;№1698;1926;06.07;;;;4;;;Сб. Веселые рассказы ;;
;Козырев М.;Красная свадьба;Руль;Берлин;газета;№1701;1926;09.07;;;;4;;;Сб. Веселые рассказы ;;
;Козырев М.;По-новому;Руль;Берлин;газета;№1703;1926;11.07;;;;5—6;;;Сб. Веселые рассказы ;;
;Никитин И.;Уклон;Руль;Берлин;газета;№1706;1926;15.07;;отрывок;;2—3;;;Звезда;№2;
;Никитин И.;Уклон;Руль;Берлин;газета;№1707;1926;16.07;;отрывок;;2—3;;;Звезда;;
;Никитин И.;Уклон;Руль;Берлин;газета;№1708;1926;17.07;;отрывок;;2—3;;;Звезда;;
;Никулин Л. ;Организатор;Руль;Берлин;газета;№1712;1926;22.07;;;;2—3;;;Огонек;;
;Яковлев А.;Бабья доля;Руль;Берлин;газета;№1714;1926;24.07;;;;2—3;;;Новый мир;;
;Романов П. ;Право на любовь;Руль;Берлин;газета;№1715;1926;25.07;;отрывок;;2–3;;;Новый мир;;
;Портянкин Р.;Неожиданная карьера;Руль;Берлин;газета;№1715;1926;25.07;;;;5—6;;;Крокодил;;
;Романов П. ;Право на любовь;Руль;Берлин;газета;№1716;1926;27.07;;отрывок;;2—3;;;Новый мир;;
;Романов П. ;Право на любовь;Руль;Берлин;газета;№1717;1926;28.07;;отрывок;;5;;;Новый мир;;
;Романов П. ;Право на любовь;Руль;Берлин;газета;№1718;1926;29.07;;отрывок;;2—3;;;Новый мир;;
;Гуревич И.;Головоломка;Руль;Берлин;газета;№1720;1926;31.07;;;;4;;;Красная газета;;
;Лидин В.;Растрата Глотова;Руль;Берлин;газета;№1721;1926;01.08;;отрывок;;2—4;;;Красная Н;;
;Шкапская М.;В Омске;Руль;Берлин;газета;№1722;1926;03.08;;;;4;;;Красная газета;;
;Яковлев А.;Лесная тайна;Руль;Берлин;газета;№1724;1926;05.08;;;;2–3;;;Красная Нива;;
;Козырев М.;Молодой человек;Руль;Берлин;газета;№1725;1926;06.08;;;;4;;;Сб. Веселые рассказы ;;
;Василев И.;Кровь;Руль;Берлин;газета;№1726;1926;07.08;стихи;отрывок;;2—3;;;Звезда;;
;Василев И.;Кровь;Руль;Берлин;газета;№1727;1926;08.08;стихи;отрывок;;7;;;Звезда;;
;Инбер В.;В Москве;Руль;Берлин;газета;№1730;1926;12.08;;;;2—3;;;Красная газета;;
;Кольцов М.;Перелет Москва—Ангора;Руль;Берлин;газета;№1738;1926;21.08;;;;2—3;;;Известия;;
;Инбер В.;Чеснок в чемодане;Руль;Берлин;газета;№1739;1926;22.08;;;;4, 7, 9;;;Прожектор;;
;Алексеев Г.;Иные глаза;Руль;Берлин;газета;№1739;1926;22.08;;;;5—6;;;Прожектор;;
;Гордеев И.;Кулик;Руль;Берлин;газета;№1744;1926;28.08;;;;2;;;Красная Нива;;
;Семеновский Д.;Дорога;Руль;Берлин;газета;№1745;1926;29.08;стихи;;;5;;;Красная Нива;;
;Городецкий С.;Завтрашнее солнце;Руль;Берлин;газета;№1746;1926;31.08;;;;2—3;;;К.Н.;;
;Бабель И.Э.;Измена;Руль;Берлин;газета;№1749;1926;03.09;;;;2–3;;;Пролетарий;;Ненапчатанная глава из Конармии
??;Маяковский В.В.;В мастерской стиха;Руль;Берлин;газета;№1751;1926;05.09;;;;4, 7;;;Новый мир;;
;Лидин В.;Сын человеческий;Руль;Берлин;газета;№1752;1926;07.09;;отрывок;;2—3;;;Пролетарий;;
;Лидин В.;Сын человеческий;Руль;Берлин;газета;№1753;1926;08.09;;отрывок;;4;;;Пролетарий;;
;Ляшко Н.;Аппарат Олега Грозина;Руль;Берлин;газета;№1757;1926;12.09;;;;2—4;;;Пролетарий;;
???;Каменский В.;Письмо В. Каменского Дав. Бурдюку;Руль;Берлин;газета;№1757;1926;12.09;эго-документ;;;7;;;Р. Гол.;;
;Низовой П.;Новый быт;Руль;Берлин;газета;№1760;1926;16.09;;;;2—3;;;Красная Н;;
;Пришвин М.;Весна человека;Руль;Берлин;газета;№1762;1926;18.09;;;;2—3;;;Кн. Родники;;
;Дем-ский Б.;Асканья-Нова;Руль;Берлин;газета;№1763;1926;19.09;;отрывок;;5—6;;;Красная газета;;
;Савич О.;Пансион фон Оффенберг;Руль;Берлин;газета;№1764;1926;21.09;;;;2—3;;;Красная новь;;
;Шишков В.;Золото;Руль;Берлин;газета;№1766;1926;23.09;;отрывок;;2—3;;;Сб. Рассказов;;
;Шишков В.;Золото;Руль;Берлин;газета;№1767;1926;24.09;;отрывок;;2—3;;;Сб. Рассказов;;
;Пришвин М.;Обоз;Руль;Берлин;газета;№1769;1926;26.09;;;;4;;;Сб. Рассказов;;
;Дем-ский Б.;Асканья-Нова;Руль;Берлин;газета;№1769;1926;26.09;;отрывок;;;;;Красная газета;;
;Пришвин М.;Рассказы;Руль;Берлин;газета;№1772;1926;30.09;;отрывок;Дрова;2;;;Красная новь;;
;Пришвин М.;Рассказы;Руль;Берлин;газета;№1772;1926;30.09;;отрывок;Книга слепого Онуфрия;2—3;;;Красная новь;;
;Фурманов Д.;Убили;Руль;Берлин;газета;№1775;1926;03.10;;;;4, 7;;;Красная новь;;
;Явич А.;Омутинская старина;Руль;Берлин;газета;№1776;1926;05.10;;;;2—3;;;Красная новь;;
;Перегудов А.;Петухи;Руль;Берлин;газета;№1778;1926;07.10;;;;2—3;;;Красная Нива;;
;Алексеев Г.;Жилой дом;Руль;Берлин;газета;№1781;1926;10.10;;отрывок;;4—5;;;Красная Н;;
;Перовский А.;По Донбассу;Руль;Берлин;газета;№1782;1926;12.10;;;;2;;;Известия;;
;Соколов-Микитов И.;Советский черт;Руль;Берлин;газета;№1783;1926;13.10;;;;5;;;Красная газета;;
;Зощенко М.М.;Родные люди;Руль;Берлин;газета;№1784;1926;14.10;;;;4;;;;;
;Инбер В.;Полотно дороги;Руль;Берлин;газета;№1786;1926;16.10;;;;2—3;;;Огонек;;
;Маяковский В.В.;Разговор с фининспектором о поэзии;Руль;Берлин;газета;№1787;1926;17.10;стихи;;;9;;;Новый мир;;
;Лидин В.;Марина Веневцева;Руль;Берлин;газета;№1788;1926;19.10;;отрывок;;2—3;;;Новый мир;;
;Лидин В.;Марина Веневцева;Руль;Берлин;газета;№1789;1926;20.10;;отрывок;;6;;;Новый мир;;
;Лидин В.;Марина Веневцева;Руль;Берлин;газета;№1790;1926;21.10;;отрывок;;4;;;Новый мир;;
;Лидин В.;Марина Веневцева;Руль;Берлин;газета;№1791;1926;22.10;;отрывок;;2—3;;;Новый мир;;
;Лидин В.;Марина Веневцева;Руль;Берлин;газета;№1792;1926;23.10;;отрывок;;4;;;Новый мир;;
;Лидин В.;Марина Веневцева;Руль;Берлин;газета;№1793;1926;24.10;;отрывок;;4;;;Новый мир;;
;Тренев К.;Тихий город;Руль;Берлин;газета;№1793;1926;24.10;;;;5—6;;;Красная Нива;;
;Лидин В.;Марина Веневцева;Руль;Берлин;газета;№1794;1926;26.10;;;;4;;;Новый мир;;
;Евдокимов И.;Киносъемщики;Руль;Берлин;газета;№1795;1926;27.10;;;;4;;;К.Н.;;
;Инбер В.;Под Москвой;Руль;Берлин;газета;№1796;1926;28.10;;;;3;;;Огонек;;
;Козлов П.К.;Поездка в мертвый город;Руль;Берлин;газета;№1799;1926;31.10;;;;4;;;Красная газета;;
;Пришвин М.;Проруха;Руль;Берлин;газета;№1799;1926;31.10;;;;6;;;К.Н.;;
;Зощенко М.М.;Честный гражданин;Руль;Берлин;газета;№1800;1926;02.11;;;;4;;;Сб. Рассказов;;
;Акульшин Р.;Христопродавец;Руль;Берлин;газета;№1801;1926;03.11;;;;5—6;;;К.Н.;;
;Федорович В.;Деревенские картинки;Руль;Берлин;газета;№1803;1926;05.11;;;;2–3;;;Правда;;
;Зощенко М.М.;Шипы и розы;Руль;Берлин;газета;№1803;1926;05.11;;;;4;;;;;
;Лидин В.;Полет;Руль;Берлин;газета;№1805;1926;07.11;;;;9;;;Огонек (КН);;
;Пильняк Б.А.;Повесть непогашенной луны;Руль;Берлин;газета;№1805;1926;07.11;;отрывок;;5–7;;;Новый мир;;
;Пильняк Б.А.;Повесть непогашенной луны;Руль;Берлин;газета;№1806;1926;09.11;;отрывок;;2—3;;;Новый мир;;
;Пильняк Б.А.;Повесть непогашенной луны;Руль;Берлин;газета;№1807;1926;10.11;;отрывок;;4;;;Новый мир;;
;Пильняк Б.А.;Повесть непогашенной луны;Руль;Берлин;газета;№1808;1926;11.11;;отрывок;;2—3;;;Новый мир;;
;Пильняк Б.А.;Повесть непогашенной луны;Руль;Берлин;газета;№1809;1926;12.11;;отрывок;;4;;;Новый мир;;
;Подъячев С.П. ;Старички;Руль;Берлин;газета;№1810;1926;13.11;;;;2—3;;;К.Н.;;
;Григорьев С.;Водолив;Руль;Берлин;газета;№1811;1926;14.11;;;;5—7;;;К.Н.;;
;Зощенко М.М.;На живца;Руль;Берлин;газета;№1811;1926;14.11;;;;9;;;Сб. Рассказов;;
;Черний В.;Бенуар и бельэтаж;Руль;Берлин;газета;№1812;1926;16.11;;;;4;;;Красная газета;;
;Инбер В.;Ежов рукавицы;Руль;Берлин;газета;№1814;1926;19.11;;;;2—3;;;Сб. Рассказов;;
;Саянский Л.;Космополит;Руль;Берлин;газета;№1815;1926;20.11;;;;4;;;Крокодил;;
;Инбер В.;Корни и плоды;Руль;Берлин;газета;№1816;1926;21.11;;;;5—6;;;Из Альманаъа кооператива писателей;;
;Соколов-Микитов И.;По сорочьему царству;Руль;Берлин;газета;№1820;1926;26.11;;;;2—3;;;Красная газета;;
;Чуковский К.И.;Детское;Руль;Берлин;газета;№1820;1926;26.11;;;;4;;;;;
;Шишков В.;Бакланов;Руль;Берлин;газета;№1822;1926;28.11;;;;5—7;;;Новый мир;;
;Аверьянов В.;Лакиза;Руль;Берлин;газета;№1823;1926;30.11;;отрывок;;2—3;;;Новый мир;;
;Аверьянов В.;Лакиза;Руль;Берлин;газета;№1824;1926;01.12;;отрывок;;6;;;Новый мир;;
;Толстой А.Н.;Белая ночь;Руль;Берлин;газета;№1825;1926;02.12;;;;2—3;;;Правда;;
;Чулков Г.;Смерть Павла 1;Руль;Берлин;газета;№1828;1926;05.12;;;;5—7;;;К.Н.;;
;Федорович В.;Иной косарь;Руль;Берлин;газета;№1828;1926;05.12;;;;6—7;;;Правда;;
;Гард Э.;На черноморском побережье;Руль;Берлин;газета;№1828;1926;05.12;;;;6;;;Красная газета;;
;Криницкий Д.;Голь на выдумки хитра;Руль;Берлин;газета;№1830;1926;08.12;;;;6;;;Беднота;;
;Инбер В.;Круговая порука;Руль;Берлин;газета;№1831;1926;09.12;;;;2—3;;;Огонек;;
;Ионов П.;Без черемухи;Руль;Берлин;газета;№1832;1926;10.12;;;;2—3;;;Правда;;
;Семенов С.;Комсомолка Катя;Руль;Берлин;газета;№1834;1926;12.12;;;;2—3, 5;;;Звезда;;
;Слезкин Ю.;Разными глазами;Руль;Берлин;газета;№1840;1926;19.12;;отрывок;;5—7;;;Совр. Пробл.;;
;Слезкин Ю.;Разными глазами;Руль;Берлин;газета;№1841;1926;21.12;;отрывок;;2—3;;;Совр. Пробл.;;
;Слезкин Ю.;Разными глазами;Руль;Берлин;газета;№1842;1926;22.12;;отрывок;;5;;;Совр. Пробл.;;
;Слезкин Ю.;Разными глазами;Руль;Берлин;газета;№1843;1926;23.12;;отрывок;;2—3;;;Совр. Пробл.;;
;Слезкин Ю.;Разными глазами;Руль;Берлин;газета;№1844;1926;24.12;;отрывок;;2—3;;;Совр. Пробл.;;
;Слезкин Ю.;Разными глазами;Руль;Берлин;газета;№1845-6;1926;25.12;;отрывок;;6—7;;;Совр. Пробл.;;
;Сергеев-Ценский С.Н.;Назад к предкам;Руль;Берлин;газета;№1845-6;1926;25.12;;;;9–10;;;К.Н.;;
;Белый Д.;Первое послание про Демьяна Бедного двоюродного братца его Демьяна Белого;Руль;Берлин;газета;№1845-6;1926;25.12;стихи;;;5;;;;;
;Слезкин Ю.;Разными глазами;Руль;Берлин;газета;№1847;1926;28.12;;;;2—3;;;Сов.сборн;;
;Слезкин Ю.;Разными глазами;Руль;Берлин;газета;№1848;1926;29.12;;;;5—6;;;Сов.сборн;;
;Слезкин Ю.;Разными глазами;Руль;Берлин;газета;№1849;1926;30.12;;;;2—3;;;Сов.сборн;;
;Слезкин Ю.;Разными глазами;Руль;Берлин;газета;№1850;1926;31.12;;;;2—4;;;Сов.сборн;;
;Романов П. ;Человеческая душа;Руль;Берлин;газета;№1851;1927;01.01;;отрывок;;6, 9—10;;;К.Н.;;
;Шишков В.;Птичка;Руль;Берлин;газета;№1851;1927;01.01;;;;7—8;;;К.Н.;;
;Романов П. ;Человеческая душа;Руль;Берлин;газета;№1852;1927;04.01;;отрывок;;2—3;;;К.Н.;;
;Романов П. ;Человеческая душа;Руль;Берлин;газета;№1853;1927;05.01;;отрывок;;6;;;К.Н.;;
;Акульшин Р.;Картинки с натуры;Руль;Берлин;газета;№1854;1927;06.01;;отрывок;;2—3;;;К.Н.;;
;Акульшин Р.;Картинки с натуры;Руль;Берлин;газета;№1855;1927;07.01;;отрывок;;2—3;;;К.Н.;;
;Акульшин Р.;Картинки с натуры;Руль;Берлин;газета;№1856;1927;08.01;;отрывок;;4;;;К.Н.;;
;Иванов Вс.;Крысы;Руль;Берлин;газета;№1857;1927;09.01;;;;6—7;;;;;
;Сосновский Л.;Разговор с чертом;Руль;Берлин;газета;№1857;1927;09.01;;отрывок;;6;;;Правда;;
;Бедный Д.;Счастье;Руль;Берлин;газета;№1857;1927;09.01;стихи;;;6;;;Известия;;
;Есенин С.А.;Гаснут красные крылья заката;Руль;Берлин;газета;№1857;1927;09.01;стихи;;;9;;;;;
;Зощенко М.М.;Агитатор;Руль;Берлин;газета;№1857;1927;09.01;;;;9—10;;;Из сборника рассказов;;
;Григорьев С.;Помещик;Руль;Берлин;газета;№1860;1927;13.01;;;;2—3;;;К.Н.;;
;Толстой А.Н.;Случай на Бассейной улице;Руль;Берлин;газета;№1863;1927;16.01;;отрывок;;5—7;;;К.Н.;;
;Толстой А.Н.;Случай на Бассейной улице;Руль;Берлин;газета;№1864;1927;18.01;;отрывок;;2—3;;;К.Н.;;
;Федорович В.;Печать;Руль;Берлин;газета;№1865;1927;19.01;;;;4—5;;;Огонек;;
;Ляшко Н.;Марьина родина;Руль;Берлин;газета;№1866;1927;20.01;;отрывок;;2—3;;;Н;;
;Ляшко Н.;Марьина родина;Руль;Берлин;газета;№1867;1927;21.01;;отрывок;;2—3;;;Н;;
;Маяковский В.В.;Стабилизация быта;Руль;Берлин;газета;№1867;1927;21.01;;;;4;;;;;
;Романов П. ;Звезды;Руль;Берлин;газета;№1869;1927;23.01;;отрывок;;6—8;;;Н;;
;Зощенко М.М.;Диктофон;Руль;Берлин;газета;№1869;1927;23.01;;;;9—10;;;Из книги Веселые рассказы ;;
;Романов П. ;Звезды;Руль;Берлин;газета;№1870;1927;25.01;;отрывок;;2—3;;;Н;;
;Яковлев А.;Как трава;Руль;Берлин;газета;№1871;1927;26.01;;отрывок;;4—5;;;Н;;
;Яковлев А.;Как трава;Руль;Берлин;газета;№1872;1927;27.01;;отрывок;;2—3;;;Н;;
;Лидин В.;Белые ночи;Руль;Берлин;газета;№1875;1927;30.01;;;;2—4;;;К.Н.;;
;Ярославский А.;Недра российские;Руль;Берлин;газета;№1875;1927;30.01;стихи;;;4;1926;;;;
;Романов П. ;Экономия;Руль;Берлин;газета;№1875;1927;30.01;;;;5—6;;;Огонек;;
;Бибик А.;С крыльца сельсовета;Руль;Берлин;газета;№1876;1927;01.02;;отрывок;;2—3;;;Новый мир;;
;Бибик А.;С крыльца сельсовета;Руль;Берлин;газета;№1877;1927;02.02;;отрывок;;5—6;;;Новый мир;;
;Толстой А.Н.;Василий Сучков;Руль;Берлин;газета;№1879;1927;04.02;;отрывок;;2—3;;;Новый мир;;
;Толстой А.Н.;Василий Сучков;Руль;Берлин;газета;№1880;1927;05.02;;отрывок;;2—3;;;Новый мир;;
;Толстой А.Н.;Василий Сучков;Руль;Берлин;газета;№1881;1927;06.02;;отрывок;;7—8;;;;;
;Яковлев А.;Враги;Руль;Берлин;газета;№1881;1927;06.02;;;;5—6;;;К.Н.;;
;Иванов Вс.;На покой;Руль;Берлин;газета;№1882;1927;08.02;;отрывок;;2—3;;;Новый мир;;
;Иванов Вс.;На покой;Руль;Берлин;газета;№1883;1927;09.02;;отрывок;;5—6;;;Новый мир;;
;Иванов Вс.;На покой;Руль;Берлин;газета;№1884;1927;10.02;;отрывок;;2—3;;;Новый мир;;
;Тренев К.;Эдесские угодники;Руль;Берлин;газета;№1885;1927;11.02;;;;2—3;;;К.Н.;;
;Семенов С.;Убийца;Руль;Берлин;газета;№1887;1927;13.02;;отрывок;;2—4;;;Сборник;;
;Романов П. ;Грибок;Руль;Берлин;газета;№1887;1927;13.02;;;;5—6;;;Огонек;;
;Дружинин П.;Свадьба предсельсовета;Руль;Берлин;газета;№1887;1927;13.02;;;;6;;;;;
;Семенов С.;Убийца;Руль;Берлин;газета;№1888;1927;15.02;;отрывок;;2—3;;;Сборник;;
;Семенов С.;Убийца;Руль;Берлин;газета;№1889;1927;16.02;;отрывок;;5—6;;;Сборник;;
;Пришвин М.;Сидень;Руль;Берлин;газета;№1890;1927;17.02;;;;2—3;;;К.Н.;;
;Панферов Ф.;Сватовство;Руль;Берлин;газета;№1891;1927;18.02;;;;2–3;;;К.Н.;;
;Брагин А.;История с жеребцом;Руль;Берлин;газета;№1892;1927;19.02;;;;4;;;Огонек;;
;Кохановский В.;Бродяга;Руль;Берлин;газета;№1893;1927;20.02;;;;5—6;;;К.Н.;;
;Зощенко М.М.;Пациентка;Руль;Берлин;газета;№1895;1927;23.02;;;;4;;;Из книги Веселые рассказы ;;
;Семенов С.;Рождение раба;Руль;Берлин;газета;№1898;1927;26.02;;;;2—3;;;Сборник;;
;Толстой А.Н.;Бывалый человек;Руль;Берлин;газета;№1899;1927;27.02;;;;2—4;;;К.Н.;;
;Пильняк Б.А.;Рассказ о том, как создаются рассказы;Руль;Берлин;газета;№1900;1927;01.03;;отрывок;;2—3;;;Л.П.;;
;Пильняк Б.А.;Рассказ о том, как создаются рассказы;Руль;Берлин;газета;№1901;1927;02.03;;отрывок;;5;;;Л.П.;;
;Никандров Н.;Знакомые и незнакомые;Руль;Берлин;газета;№1902;1927;03.03;;отрывок;;2—3;;;Новый мир;;
;Никандров Н.;Знакомые и незнакомые;Руль;Берлин;газета;№1903;1927;04.03;;отрывок;;2—3;;;Новый мир;;
;Никандров Н.;Знакомые и незнакомые;Руль;Берлин;газета;№1904;1927;05.03;;отрывок;;2—3;;;Новый мир;;
;Никандров Н.;Знакомые и незнакомые;Руль;Берлин;газета;№1905;1927;06.03;;отрывок;;5—6;;;Новый мир;;
;Инбер В.;мая;Руль;Берлин;газета;№1905;1927;06.03;;;;9—10;;;Прожектор;;
;Романов П. ;Плохой номер;Руль;Берлин;газета;№1906;1927;08.03;;;;2—3;;;Огонек;;
;Есенин С.А.;Папиросники;Руль;Берлин;газета;№1906;1927;08.03;;;;4;1923;;;;
;Лидин В.;Повесть о людах и людях;Руль;Берлин;газета;№1910;1927;12.03;;;;2—3;;;Сборник;;
;Романов П. ;Суд над пионером;Руль;Берлин;газета;№1911;1927;13.03;;;;7—8;;;М.Г.;;
;Погодин Н.;В московской квартире;Руль;Берлин;газета;№1911;1927;13.03;;;;5;;;Правда;;
;Подъячев С.П. ;Умереть недолго;Руль;Берлин;газета;№1911;1927;13.03;;;;5—6;;;К.П.;;
;Федин К.А.;Братья;Руль;Берлин;газета;№1913;1927;16.03;;отрывок;Смерть Шеринга;5—6;;;Ленинградская правда;;
;Федорович В.;Бунтарь;Руль;Берлин;газета;№1914;1927;17.03;;;;2—3;;;Правда;;
;Зощенко М.М.;Разговоры;Руль;Берлин;газета;№1916;1927;19.03;;отрывок;Летчик;4;;;Сб. Веселые рассказы ;;
;Зощенко М.М.;Разговоры;Руль;Берлин;газета;№1916;1927;19.03;;отрывок;Часы;4;;;Сб. Веселые рассказы ;;
;Зощенко М.М.;Разговоры;Руль;Берлин;газета;№1916;1927;19.03;;отрывок;Двугривенный;4;;;Сб. Веселые рассказы ;;
