;author_in_publication;text;name;city;type;issue ;year_publ_in_emigration;date_publ_in_emigration;description ;peculiarity;name_part;pages;year_first_in_russia;date_publ_in_russia;name_in_russia;issue_russia;source 
;Зощенко М.М.;Разговоры;Руль;Берлин;газета;№1916;1927;19.03;;отрывок;Поп;4;;;Сб. Веселые рассказы ;;
;Андреев В.М.;Ошибка;Руль;Берлин;газета;№1917;1927;20.03;;отрывок;;5—6;;;Расколдов.круг;;
;Федорченко С.;Февральские частушки;Руль;Берлин;газета;№1917;1927;20.03;;;;10;;;;;
;Андреев В.М.;Ошибка;Руль;Берлин;газета;№1918;1927;22.03;;отрывок;;2—3;;;Расколдов.круг;;
;Семенов С.;Дело №11;Руль;Берлин;газета;№1919;1927;23.03;;;;5—6;;;;;
;Бибик А.;Дремотный говор;Руль;Берлин;газета;№1920;1927;24.03;;;;2—3;;;К.Н;;
;Евдокимов И.;Кони;Руль;Берлин;газета;№1921;1927;25.03;;;;6;;;К.Н;;
;Иванов Вс.;Бог Матвей;Руль;Берлин;газета;№1922;1927;26.03;;;;2—3;;;К.Н;;
;Пильняк Б.А.;Корни японского солнца;Руль;Берлин;газета;№1923;1927;27.03;;отрывок;;10;;;К.Н;;
;Акульшин Р.;Сердечные излияния;Руль;Берлин;газета;№1925;1927;30.03;;;;5;;;Из сборника рассказов;;
;Соколов-Микитов И.;Сны;Руль;Берлин;газета;№1926;1927;31.03;;;;2—3;;;К.Н.;;
;Каверин В.;Сегодня утром;Руль;Берлин;газета;№1929;1927;03.04;;;;2—3;;;Л.П.;;
;Романов П. ;Страх;Руль;Берлин;газета;№1929;1927;03.04;;;;9—10;;;Собрание сочинений;;
;Зощенко М.М.;Спичка;Руль;Берлин;газета;№1929;1927;03.04;;;;10;;;;;
;Соколов-Микитов И.;Былицы;Руль;Берлин;газета;№1932;1927;07.04;;;;2—3;;;Сборник;;
;Романов П. ;Трудовое дело;Руль;Берлин;газета;№1934;1927;09.04;;;;2—3;;;Сборник;;
;Соколов-Микитов И.;Пыль;Руль;Берлин;газета;№1935;1927;10.04;;отрывок;;5—6;;;Сборник;;
;Соколов-Микитов И.;Пыль;Руль;Берлин;газета;№1936;1927;12.04;;отрывок;;2—3;;;Сборник;;
;Соколов-Микитов И.;Пыль;Руль;Берлин;газета;№1937;1927;13.04;;отрывок;;5—6;;;Сборник;;
;Соколов-Микитов И.;Пыль;Руль;Берлин;газета;№1938;1927;14.04;;отрывок;;4;;;Сборник;;
;Шишков В.;Властитель;Руль;Берлин;газета;№1939;1927;15.04;;;;4—6;;;Пр;;
;Новиков-Прибой Л.;Речная Клеопатра;Руль;Берлин;газета;№1940;1927;17.04;;;;5—7;;;К.Н;;
;Шагинян М.С.;Баш-Гарни и Кехарт;Руль;Берлин;газета;№1940;1927;17.04;;;;9—10;;;;;
;Ширяев П.;Цикута;Руль;Берлин;газета;№1941;1927;20.04;;отрывок;;4;;;К.Н;;
;Ширяев П.;Цикута;Руль;Берлин;газета;№1942;1927;21.04;;отрывок;;2—3;;;К.Н;;
;Ширяев П.;Цикута;Руль;Берлин;газета;№1943;1927;22.04;;отрывок;;2—3;;;К.Н;;
;Ширяев П.;Цикута;Руль;Берлин;газета;№1944;1927;23.04;;отрывок;;2—3;;;К.Н;;
;Лидин В.;Свирель;Руль;Берлин;газета;№1949;1927;29.04;;;;2—3;;;Сборник;;
;Зощенко М.М.;Режим экономии;Руль;Берлин;газета;№1950;1927;30.04;;;;4;;;Сборник;;
;Григорьев С.;Вода в огне;Руль;Берлин;газета;№1951;1927;01.05;;;;9—10;;;К.Н;;
;Яковлев А.;Жилец лопуховских номеров;Руль;Берлин;газета;№1953;1927;04.05;;;;6;;;Сб Лесная тайна;;
;Семеновский Д.;Рассада;Руль;Берлин;газета;№1954;1927;05.05;;;;2—3;;;К.Н;;
;Ширяев П.;Мураш;Руль;Берлин;газета;№1956;1927;06.05;;;;2—3;;;К.Н;;
;Федин К.А.;Утро в Вяжном;Руль;Берлин;газета;№1957;1927;08.05;;;;5—6;1925;;;;
;Дьяков Г.;В отступающем потоке;Руль;Берлин;газета;№1957;1927;08.05;;;;7;;;Ш.З.;;
;Пришвин М.;Рассказы егеря Михал Михалыча;Руль;Берлин;газета;№1958;1927;10.05;;;;2—3;;;К.Н;;
;Зощенко М.М.;Телефон;Руль;Берлин;газета;№1959;1927;11.05;;;;6;;;Сборник;;
;Зощенко М.М.;Часы;Руль;Берлин;газета;№1959;1927;11.05;;;;6;;;Сборник;;
;Лидин В.;Отступник;Руль;Берлин;газета;№1961;1927;13.05;;отрывок;;2—3;;;Новый мир;;
;Лидин В.;Отступник;Руль;Берлин;газета;№1962;1927;14.05;;отрывок;;2—3;;;Новый мир;;
;Никитин Н.;Тоска;Руль;Берлин;газета;№1963;1927;15.05;;;;4—6;;;Сб;;
;Аверьянов В.;Золотая сковорода;Руль;Берлин;газета;№1964;1927;16.05;;отрывок;;2—3;;;Сб;;
;Аверьянов В.;Золотая сковорода;Руль;Берлин;газета;№1965;1927;18.05;;отрывок;;5—6;;;Вс;;
;Низовой П.;В горах;Руль;Берлин;газета;№1966;1927;19.05;;отрывок;;2—3;;;К.Н;;
;Низовой П.;В горах;Руль;Берлин;газета;№1967;1927;20.05;;отрывок;;2—3;;;К.Н;;
;Евдокимов И.;Борода;Руль;Берлин;газета;№1969;1927;22.05;;;;10;;;Сб;;
;Свэн И.;Глупое самолюбие;Руль;Берлин;газета;№1969;1927;22.05;;;;9—10;;;Пр;;
;Большаков К.;Роза ветров;Руль;Берлин;газета;№1971;1927;25.05;;отрывок;;6;;;Новый мир;;
;Большаков К.;Роза ветров;Руль;Берлин;газета;№1972;1927;26.05;;отрывок;;2—3;;;Новый мир;;
;Соколов-Микитов И.;На пнях;Руль;Берлин;газета;№1973;1927;28.05;;;;2—3;;;К.Н;;
;Сергеев-Ценский С.Н.;Гриф и граф;Руль;Берлин;газета;№1974;1927;29.05;;;;5—6;;;К.Н;;
;Мариенгоф А.;Роман без вранья ;Руль;Берлин;газета;№1974;1927;29.05;;отрывок;;7;;;Прибой;;
;Козырев М.;На волоске;Руль;Берлин;газета;№1974;1927;29.05;;;;8;;;Сб;;
;Аросев А.;Любовь;Руль;Берлин;газета;№1975;1927;31.05;;;;2—3;;;К.Н;;
;Огнев Н.;Мат в два хода;Руль;Берлин;газета;№1977;1927;02.06;;;;2—3;;;Вечерняя Москва;;
;Инбер В.;Дворы и дети;Руль;Берлин;газета;№1980;1927;06.06;;;;6;;;;;
Белая гвардия?;Булгаков М.М.;Дни Турбиных;Руль;Берлин;газета;№1980;1927;06.06;;отрывок;;2—4, 7;;;;;
;Есенин С.А.;Литературные частушки;Руль;Берлин;газета;№1980;1927;06.06;;;;4;;;;;
;Булгаков М.М.;Дни Турбиных;Руль;Берлин;газета;№1981;1927;08.06;;отрывок;;5—6;;;;;
;Булгаков М.М.;Дни Турбиных;Руль;Берлин;газета;№1982;1927;09.06;;отрывок;;2—3;;;;;
;Инбер В.;Время абрикосов;Руль;Берлин;газета;№1984;1927;11.06;;;;2—3;;;;;
;Пильняк Б.А.;Орудие производства;Руль;Берлин;газета;№1986;1927;14.06;;;;2—3;;;К.Н;;
Ошибка в имени на заглавии;Никулин Л. ;Новая мораль;Руль;Берлин;газета;№1988;1927;16.06;;;;4;;;Сб;;
;Пришвин М.;Нерль;Руль;Берлин;газета;№1989;1927;17.06;;;;2—3;;;Новый мир;;
;Славин Л.;Шторм;Руль;Берлин;газета;№1991;1927;19.06;;;;5—6;;;Красная Н;;
;Романов П. ;Без черемухи;Руль;Берлин;газета;№1991;1927;19.06;;отрывок;;2—3;;;;;
;Романов П. ;Без черемухи;Руль;Берлин;газета;№1992;1927;21.06;;отрывок;;2—3;;;;;
;Никитин Н.;Планида;Руль;Берлин;газета;№1993;1927;22.06;;отрывок;;5—6;;;;;
;Никитин Н.;Планида;Руль;Берлин;газета;№1994;1927;23.06;;отрывок;;2—3;;;;;
;Лидин В.;Отступник;Руль;Берлин;газета;№1995;1927;24.06;;отрывок;;2—3;;;Красная Н;;
;Лидин В.;Отступник;Руль;Берлин;газета;№1996;1927;25.06;;отрывок;;2—3;;;Красная Н;;
;Шкапская М.;Свадьба в Ташкенте;Руль;Берлин;газета;№1997;1927;26.06;;;;7;;;Красная газета;;
;Липецкий А.;Волчий колокол;Руль;Берлин;газета;№2000;1927;30.06;;;;2—3;;;К.Н;;
;Соколов-Микитов И.;На особняк;Руль;Берлин;газета;№2003;1927;03.07;;;;4;;;Красная газета;;
;Иванов Вс.;Сюрприз;Руль;Берлин;газета;№2003;1927;03.07;;;;5—6;;;Красная новь;;
;Романов П. ;Убогие;Руль;Берлин;газета;№2004;1927;05.07;;;;2—3;;;Сб;;
;Ляшко Н.;Клад;Руль;Берлин;газета;№2007;1927;08.07;;отрывок;;2—3;;;К.Н;;
;Ляшко Н.;Клад;Руль;Берлин;газета;№2008;1927;09.07;;отрывок;;2—3;;;К.Н;;
;Пришвин М.;Флейта;Руль;Берлин;газета;№2009;1927;10.07;;;;5;;;;;
;Клычкова С.;Полдневный сом;Руль;Берлин;газета;№2009;1927;10.07;;;;6;;;К.Н;;
;Козырев М.;Нота;Руль;Берлин;газета;№2010;1927;12.07;;;;4;;;Сб;;
;Инбер В.;Свет осенью;Руль;Берлин;газета;№2012;1927;14.07;;;;2—3;;;Сб;;
;Пильняк Б.А.;Корни японского солнца;Руль;Берлин;газета;№2013;1927;15.07;;отрывок;;2—3;;;Сб;;
;Пильняк Б.А.;Корни японского солнца;Руль;Берлин;газета;№2014;1927;16.07;;отрывок;;2—3;;;Сб;;
;Пильняк Б.А.;Корни японского солнца;Руль;Берлин;газета;№2015;1927;17.07;;отрывок;;2—4;;;Сб;;
;Курелла А.;Встреча;Руль;Берлин;газета;№2015;1927;17.07;;;;5—6;;;Прожектор;;
;Козаков М.;Жизнелюб Вертигалов;Руль;Берлин;газета;№2016;1927;19.07;;;;2—3;;;Л.П.;;
;Пильняк Б.А.;Корни японского солнца;Руль;Берлин;газета;№2017;1927;20.07;;отрывок;;6;;;Сб;;
;Пильняк Б.А.;Корни японского солнца;Руль;Берлин;газета;№2018;1927;21.07;;отрывок;;2—3;;;Сб;;
;Пильняк Б.А.;Корни японского солнца;Руль;Берлин;газета;№2019;1927;22.07;;отрывок;;2—3;;;Сб;;
;Козырев М.;Фома неверующий;Руль;Берлин;газета;№2019;1927;22.07;;;;4;;;Сб;;
;Алексеев Г.;Сады;Руль;Берлин;газета;№2020;1927;23.07;;;;2—3;;;Пр;;
;Соколов-Микитов И.;Яшка;Руль;Берлин;газета;№2021;1927;24.07;;;;5;;;Красная Н;;
;Подъячев С.П. ;Молодые;Руль;Берлин;газета;№2021;1927;24.07;;;;6;;;Красная Н;;
;Форш О.Д.;Современники;Руль;Берлин;газета;№2024;1927;28.07;;отрывок;;2—3;;;Госиздат;;
