number;author;gender;text;title_of_textbook;kind_of_literature;year;genre;whole;retelling;start_of_excerpt ;compiler;place_of_edition;year_of_edition;edition ;level_of_education;kind_of_book;part_of_edition;notes;biblio_id
912;Тургенев И.С.;м;Отцы и дети;;проза;1862;роман;нет;да;;В.Д.Осмоловский;Рига;1925;1;;учебник;V;;Осмоловский.Ч.5_1925
913;Некрасов Н.А.;м;Праздник жизни — молодости годы —;;поэзия;1856;стихотворение;нет;нет;Если долго сдержанные муки,;В.Д.Осмоловский;Рига;1925;1;;учебник;V;;Осмоловский.Ч.5_1925
914;Некрасов Н.А.;м;В дороге;;поэзия;1845;стихотворение;да;нет;;В.Д.Осмоловский;Рига;1925;1;;учебник;V;;Осмоловский.Ч.5_1925
915;Некрасов Н.А.;м;Размышления у парадного подъезда;;поэзия;1860;стихотворение;нет;нет;;В.Д.Осмоловский;Рига;1925;1;;учебник;V;некоторые строфы вырезаны;Осмоловский.Ч.5_1925
916;Некрасов Н.А.;м;Влас;;поэзия;1855;стихотворение;да;нет;;В.Д.Осмоловский;Рига;1925;1;;учебник;V;;Осмоловский.Ч.5_1925
917;Некрасов Н.А.;м;Школьник;;поэзия;1856;стихотворение;нет;нет;;В.Д.Осмоловский;Рига;1925;1;;учебник;V;"Две строфы ( начиная с ""Вижу я в котомке книжку"" отсутсвуют)";Осмоловский.Ч.5_1925
918;Некрасов Н.А.;м;Крестьянские дети;;поэзия;1861;поэма;нет;да;;В.Д.Осмоловский;Рига;1925;1;;учебник;V;с элементами перескааза тех строф, которые не включены;Осмоловский.Ч.5_1925
919;Некрасов Н.А.;м;Мороз Красный нос;;поэзия;1863;поэма;нет;да;;В.Д.Осмоловский;Рига;1925;1;;учебник;V;;Осмоловский.Ч.5_1925
920;Некрасов Н.А.;м;Саша;;поэзия;1856;поэма;нет;да;;В.Д.Осмоловский;Рига;1925;1;;учебник;V;;Осмоловский.Ч.5_1925
921;Некрасов Н.А.;м;Медвежья охота;Памяти Белинского;поэзия;1868;стихотворение;нет;нет;Белинский был особенно любим...;В.Д.Осмоловский;Рига;1925;1;;учебник;V;;Осмоловский.Ч.5_1925
922;Некрасов Н.А.;м;Русские женщины;;поэзия;1872;поэма;нет;да;;В.Д.Осмоловский;Рига;1925;1;;учебник;V;;Осмоловский.Ч.5_1925
923;Гончаров И.А.;м;Обломов;;проза;1859;роман;нет;да;;В.Д.Осмоловский;Рига;1925;1;;учебник;V;с цитатами и элементами пересказа;Осмоловский.Ч.5_1925
924;Гончаров И.А.;м;Обломов;Сон Обломова;проза;1859;роман;да;нет;;В.Д.Осмоловский;Рига;1925;1;;учебник;V;;Осмоловский.Ч.5_1925
925;Добролюбов Н.А.;м;Что такое Обломовщина;;критика;1859;статья;нет;да;;В.Д.Осмоловский;Рига;1925;1;;учебник;V;;Осмоловский.Ч.5_1925
926;Островский А.Н.;м;Свои люди — сочтемся;;драма;1850;комедия;нет;да;;В.Д.Осмоловский;Рига;1925;1;;учебник;V;;Осмоловский.Ч.5_1925
927;Островский А.Н.;м;Бедность не порок;;драма;1853;комедия;нет;да;;В.Д.Осмоловский;Рига;1925;1;;учебник;V;;Осмоловский.Ч.5_1925
928;Островский А.Н.;м;Доходное место;;драма;1856;комедия;нет;да;;В.Д.Осмоловский;Рига;1925;1;;учебник;V;;Осмоловский.Ч.5_1925
929;Островский А.Н.;м;Гроза;;драма;1856;трагедия;нет;да;;В.Д.Осмоловский;Рига;1925;1;;учебник;V;;Осмоловский.Ч.5_1925
930;Толстой Л.Н.;м;Война и мир;;проза;1869;роман;нет;да;;В.Д.Осмоловский;Рига;1925;1;;учебник;V;;Осмоловский.Ч.5_1925
931;Надсон С.Я.;м;Друг мой, брат мой, усталый, страдающий брат;;поэзия;1880;стихотворение;да;нет;;В.Д.Осмоловский;Рига;1925;1;;учебник;V;;Осмоловский.Ч.5_1925
932;Пушкин А.С.;м;Всегда так будет как бывало;Всегда так будет и бывало;поэзия;1829;стихотворение;да;нет;;Р.Кошутич;Белград ;1926;3;;хрестоматия ;I;;Кошутич_1926
933;б/а;м;Пословицы;;проза;;;;нет;;Р.Кошутич;Белград ;1926;3;;хрестоматия ;I;;Кошутич_1926
934;Лермонтов М.Ю.;м;Утес;;поэзия;1843;стихотворение;да;нет;;Р.Кошутич;Белград ;1926;3;;хрестоматия ;I;;Кошутич_1926
935;Тютчев Ф.И.;м;Весеннние воды;;поэзия;1830;стихотворение;да;нет;;Р.Кошутич;Белград ;1926;3;;хрестоматия ;I;;Кошутич_1926
936;б/а;;Загадки ;;проза;;;;нет;;Р.Кошутич;Белград ;1926;3;;хрестоматия ;I;;Кошутич_1926
937;Лермонтов М.Ю.;м;Парус;;поэзия;1832;стихотворение;да;нет;;Р.Кошутич;Белград ;1926;3;;хрестоматия ;I;;Кошутич_1926
938;б/а;;Шуточные рассказы;;проза;;;;нет;;Р.Кошутич;Белград ;1926;3;;хрестоматия ;I;;Кошутич_1926
939;Майков А.Н.;м;Эти детские глазки;;поэзия;1869;стихотворение;да;нет;;Р.Кошутич;Белград ;1926;3;;хрестоматия ;I;;Кошутич_1926
940;Фет А.А.;м;Чудная картина;;поэзия;1847;стихотворение;да;нет;;Р.Кошутич;Белград ;1926;3;;хрестоматия ;I;;Кошутич_1926
941;б/а;;Народная сказка;;проза;;;;нет;Летела ворона над озером;Р.Кошутич;Белград ;1926;3;;хрестоматия ;I;;Кошутич_1926
942;Полонский Я.П.;м;Тишь;;поэзия;1843;стихотворение;да;нет;Душный зной над океаном;Р.Кошутич;Белград ;1926;3;;хрестоматия ;I;;Кошутич_1926
943;б/а;;Загадки ;;;;;;нет;;Р.Кошутич;Белград ;1926;3;;хрестоматия ;I;;Кошутич_1926
944;Некрасов Н.А.;м;Стихи мои! Свидетели живые;;поэзия;1864;стихотворение;да;нет;;Р.Кошутич;Белград ;1926;3;;хрестоматия ;I;;Кошутич_1926
945;Тургенев И.С.;м;Враг и друг;;;1878;стихотворение в прозе;да;нет;;Р.Кошутич;Белград ;1926;3;;хрестоматия ;I;;Кошутич_1926
946;Толстой А.К.;м;Клонит к лени полдень жгучий;;поэзия;1856;стихотворение;да;нет;;Р.Кошутич;Белград ;1926;3;;хрестоматия ;I;;Кошутич_1926
947;Тургенев И.С.;м;Пир у Верховного существа;;;1878;стихотворение в прозе;да;нет;;Р.Кошутич;Белград ;1926;3;;хрестоматия ;I;;Кошутич_1926
948;Тютчев Ф.И.;м;Успокоение;;поэзия;1829;стихотворение;да;нет;Гроза прошла;Р.Кошутич;Белград ;1926;3;;хрестоматия ;I;;Кошутич_1926
949;Тургенев И.С.;м;Воробей;;;1878;стихотворение в прозе;да;нет;;Р.Кошутич;Белград ;1926;3;;хрестоматия ;I;;Кошутич_1926
950;Фет А.А.;м;Теплым ветром потянуло;;поэзия;1842;стихотворение;да;нет;;Р.Кошутич;Белград ;1926;3;;хрестоматия ;I;;Кошутич_1926
951;Гаршин В.М.;м;Четыре дня ;;проза;1877;повесть;нет;нет;;Р.Кошутич;Белград ;1926;3;;хрестоматия ;I;Примечание составителя: в сокращении;Кошутич_1926
952;Тютчев Ф.И.;м;Слезы людские, о слезы людские;;поэзия;1850;стихотворение;да;нет;;Р.Кошутич;Белград ;1926;3;;хрестоматия ;I;;Кошутич_1926
953;Некрасов Н.А.;м;Внимая ужасам войны;;поэзия;1855;стихотворение;да;нет;;Р.Кошутич;Белград ;1926;3;;хрестоматия ;I;;Кошутич_1926
954;Майков А.Н.;м;Когда, гоним тоской неутолимой ;;поэзия;1858;стихотворение;да;нет;;Р.Кошутич;Белград ;1926;3;;хрестоматия ;I;;Кошутич_1926
955;Майков А.Н.;м;Октава;;поэзия;1842;стихотворение;да;нет;Гармония стиха божественная тайна;Р.Кошутич;Белград ;1926;3;;хрестоматия ;I;;Кошутич_1926
956;Фет А.А.;м;Весеннее утро;;поэзия;1843;стихотворение;да;нет;;Р.Кошутич;Белград ;1926;3;;хрестоматия ;I;;Кошутич_1926
957;Фет А.А.;м;Облаком волнистым;;поэзия;1843;стихотворение;да;нет;;Р.Кошутич;Белград ;1926;3;;хрестоматия ;I;;Кошутич_1926
958;Достоевский Ф.М.;м;Записки из мертвого дома;;проза;1862;роман;нет;нет;;Р.Кошутич;Белград ;1926;3;;хрестоматия ;I;Примечание составителя: Выдержки;Кошутич_1926
959;Толстой А.К.;м;Колодники;;поэзия;1850;стихотворение;да;нет;Спускается солнце за степи ;Р.Кошутич;Белград ;1926;3;;хрестоматия ;I;;Кошутич_1926
960;Тютчев Ф.И.;м;Песок сыпучий по колени;;поэзия;1830;стихотворение;да;нет;;Р.Кошутич;Белград ;1926;3;;хрестоматия ;I;;Кошутич_1926
961;Лермонтов М.Ю.;м;Вадим;;проза;1834;роман;нет;нет;Русский народ, этот сторукий исполин, скорее перенесет жестокость и надменность своего повелителя;Р.Кошутич;Белград ;1926;3;;хрестоматия ;I;;Кошутич_1926
962;Толстой А.К.;м;Источник за вишневым садом;;поэзия;1858;стихотворение;да;нет;;Р.Кошутич;Белград ;1926;3;;хрестоматия ;I;;Кошутич_1926
963;Фет А.А.;м;Летний вечер тих и ясен ;;поэзия;1847;стихотворение;да;нет;;Р.Кошутич;Белград ;1926;3;;хрестоматия ;I;;Кошутич_1926
