author_in_publication;text;name;city;type;issue ;year_publ_in_emigration;date_publ_in_emigration;description ;peculiarity;name_part;pages;year_first_in_russia;date_publ_in_russia;name_in_russia
Катаев В.;Ребенок;Иллюстрированная Россия;Париж;журнал;№20(209);1929;11.05;проза;полный текст;;12—15;;;
Катаев В.;Ребенок;Иллюстрированная Россия;Париж;журнал;№21(210);1929;13.05;проза;полный текст;;4—8;;;
Лебедев В.;Трудные времена;Иллюстрированная Россия;Париж;журнал;№21(210);1929;13.05;проза;полный текст;;18—19;;;
Ардов В.;Тяга к дружбе;Иллюстрированная Россия;Париж;журнал;№26(215);1929;22.06;проза;полный текст;;12—13;;;
Майский П.;Любовь активиста;Иллюстрированная Россия;Париж;журнал;№27(216);1929;29.06;проза;полный текст;;18;;;
Каменщиков Е.;Самокритический жеребец;Иллюстрированная Россия;Париж;журнал;№27(216);1929;29.06;проза;полный текст;;19;;;
Катаев В.;Внутренняя секреция;Иллюстрированная Россия;Париж;журнал;№29(218);1929;13.07;проза;полный текст;;20—21;;;
Левин Б.;Живой писатель;Иллюстрированная Россия;Париж;журнал;№30(219);1929;20.07;проза;полный текст;;18—19;;;
Лукьянов М.;Трамвай;Иллюстрированная Россия;Париж;журнал;№31(220);1929;27.07;проза;полный текст;;18;;;
Ардов В.;Сейчас заграницей;Иллюстрированная Россия;Париж;журнал;№32(221);1929;03.08;проза;полный текст;;6—7;;;
Нератов А.;Народный язык;Иллюстрированная Россия;Париж;журнал;№32(221);1929;03.08;проза;полный текст;;18—19;;;
Никулин Л.;Телячья нога;Иллюстрированная Россия;Париж;журнал;№34(223);1929;17.08;проза;полный текст;;1—4;;;
Шишков В.;Маленькие люди;Иллюстрированная Россия;Париж;журнал;№35(224);1929;24.08;проза;полный текст;;4—8;;;
Павлов В.;Наши достижения;Иллюстрированная Россия;Париж;журнал;№35(224);1929;24.08;проза;полный текст;;18—19;;;
Рынлин В.;Евсей Халтурянин;Иллюстрированная Россия;Париж;журнал;№37(226);1929;07.09;проза;полный текст;;18—19;;;
Карпов Н.А.;Муха;Иллюстрированная Россия;Париж;журнал;№38(227);1929;14.09;проза;полный текст;;10;;;
Грин А.С.;Змея;Иллюстрированная Россия;Париж;журнал;№39(228);1929;21.09;проза;полный текст;;1—2;;;
Карпов Н.А.;Жучок;Иллюстрированная Россия;Париж;журнал;№39(228);1929;21.09;проза;полный текст;;4—6;;;
Пильняк Б.А.;Частники, покупатели старины;Иллюстрированная Россия;Париж;журнал;№40(229);1929;28.09;проза;отрывок;;1—4;;;
Митницкий Л.;Находка;Иллюстрированная Россия;Париж;журнал;№40(229);1929;28.09;проза;полный текст;;16;;;
Китоврасова Л.;Рассказ о рубашке;Иллюстрированная Россия;Париж;журнал;№41(230);1929;05.10;проза;полный текст;;8—10;;;
Зощенко М.М.;Дама с цветами;Иллюстрированная Россия;Париж;журнал;№42(231);1929;12.10;проза;полный текст;;1—8;;;
Амский И.;Автоматы и люди;Иллюстрированная Россия;Париж;журнал;№42(231);1929;12.10;проза;полный текст;;18;;;
Митницкий Л.;Случай с Цыганковым;Иллюстрированная Россия;Париж;журнал;№43(232);1929;19.10;проза;полный текст;;18—19;;;
Зощенко М.М.;Приятная встреча;Иллюстрированная Россия;Париж;журнал;№44(233);1929;25.10;проза;полный текст;;10—11;;;
Ардов В.;Обмен;Иллюстрированная Россия;Париж;журнал;№44(233);1929;25.10;проза;полный текст;;18—19;;;
Никулин Л.;Золотые руки;Иллюстрированная Россия;Париж;журнал;№45(234);1929;02.11;проза;полный текст;;1—7;;;
Самсонов Б.;Жертва собственной неосторожности;Иллюстрированная Россия;Париж;журнал;№46(235);1929;09.11;проза;полный текст;;16;;;
Зорич А.;С натуры;Иллюстрированная Россия;Париж;журнал;№46(235);1929;09.11;проза;полный текст;;8—9;;;
